ensembl_gene_id	external_gene_name	external_gene_name.1	description	biotype
ENSG00000174197	MGA	MGA	MAX dimerization protein MGA [Source:HGNC Symbol;Acc:HGNC:14010]	TF
ENSG00000174231	PRPF8	PRPF8	pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]	Gene
ENSG00000174243	DDX23	DDX23	DEAD-box helicase 23 [Source:HGNC Symbol;Acc:HGNC:17347]	Gene
ENSG00000174306	ZHX3	ZHX3	zinc fingers and homeoboxes 3 [Source:HGNC Symbol;Acc:HGNC:15935]	TF
ENSG00000174405	LIG4	LIG4	DNA ligase 4 [Source:HGNC Symbol;Acc:HGNC:6601]	Gene
ENSG00000174417	TRHR	TRHR	thyrotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:12299]	Gene
ENSG00000174428	GTF2IRD2B	GTF2IRD2B	GTF2I repeat domain containing 2B [Source:HGNC Symbol;Acc:HGNC:33125]	TF
ENSG00000174442	ZWILCH	ZWILCH	zwilch kinetochore protein [Source:HGNC Symbol;Acc:HGNC:25468]	Gene
ENSG00000174444	RPL4	RPL4	ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353]	Gene
ENSG00000174446	SNAPC5	SNAPC5	small nuclear RNA activating complex polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:15484]	Gene
ENSG00000174482	LINGO2	LINGO2	leucine rich repeat and Ig domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21207]	Gene
ENSG00000174483	BBS1	BBS1	Bardet-Biedl syndrome 1 [Source:HGNC Symbol;Acc:HGNC:966]	Gene
ENSG00000174564	IL20RB	IL20RB	interleukin 20 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6004]	Gene
ENSG00000174579	MSL2	MSL2	MSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25544]	Gene
ENSG00000174684	B4GAT1	B4GAT1	beta-1,4-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15685]	Gene
ENSG00000174744	BRMS1	BRMS1	BRMS1 transcriptional repressor and anoikis regulator [Source:HGNC Symbol;Acc:HGNC:17262]	Gene
ENSG00000174748	RPL15	RPL15	ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]	Gene
ENSG00000174780	SRP72	SRP72	signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]	Gene
ENSG00000174791	RIN1	RIN1	Ras and Rab interactor 1 [Source:HGNC Symbol;Acc:HGNC:18749]	Gene
ENSG00000174799	CEP135	CEP135	centrosomal protein 135 [Source:HGNC Symbol;Acc:HGNC:29086]	Gene
ENSG00000174804	FZD4	FZD4	frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]	Gene
ENSG00000174851	YIF1A	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:16688]	Gene
ENSG00000174891	RSRC1	RSRC1	arginine and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24152]	Gene
ENSG00000174903	RAB1B	RAB1B	RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]	Gene
ENSG00000174996	KLC2	KLC2	kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]	Gene
ENSG00000175029	CTBP2	CTBP2	C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]	Gene
ENSG00000175054	ATR	ATR	ATR serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:882]	Gene
ENSG00000175073	VCPIP1	VCPIP1	valosin containing protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30897]	Gene
ENSG00000175093	SPSB4	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:30630]	Gene
ENSG00000175110	MRPS22	MRPS22	mitochondrial ribosomal protein S22 [Source:HGNC Symbol;Acc:HGNC:14508]	Gene
ENSG00000175115	PACS1	PACS1	phosphofurin acidic cluster sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:30032]	Gene
ENSG00000175166	PSMD2	PSMD2	proteasome 26S subunit ubiquitin receptor, non-ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9559]	Gene
ENSG00000175197	DDIT3	DDIT3	DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]	TF
ENSG00000175198	PCCA	PCCA	propionyl-CoA carboxylase subunit alpha [Source:HGNC Symbol;Acc:HGNC:8653]	Gene
ENSG00000175203	DCTN2	DCTN2	dynactin subunit 2 [Source:HGNC Symbol;Acc:HGNC:2712]	Gene
ENSG00000175215	CTDSP2	CTDSP2	CTD small phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:17077]	Gene
ENSG00000175216	CKAP5	CKAP5	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]	Gene
ENSG00000175221	MED16	MED16	mediator complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:17556]	Gene
ENSG00000175279	CENPS	CENPS	centromere protein S [Source:HGNC Symbol;Acc:HGNC:23163]	Gene
ENSG00000175294	CATSPER1	CATSPER1	cation channel sperm associated 1 [Source:HGNC Symbol;Acc:HGNC:17116]	Gene
ENSG00000175305	CCNE2	CCNE2	cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590]	Gene
ENSG00000175322	ZNF519	ZNF519	zinc finger protein 519 [Source:HGNC Symbol;Acc:HGNC:30574]	TF
ENSG00000175324	LSM1	LSM1	LSM1 homolog, mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20472]	Gene
ENSG00000175354	PTPN2	PTPN2	protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]	Gene
ENSG00000175356	SCUBE2	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30425]	Gene
ENSG00000175390	EIF3F	EIF3F	eukaryotic translation initiation factor 3 subunit F [Source:HGNC Symbol;Acc:HGNC:3275]	Gene
ENSG00000175467	SART1	SART1	spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP [Source:HGNC Symbol;Acc:HGNC:10538]	Gene
ENSG00000175470	PPP2R2D	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta [Source:HGNC Symbol;Acc:HGNC:23732]	Gene
ENSG00000175482	POLD4	POLD4	DNA polymerase delta 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:14106]	Gene
ENSG00000175505	CLCF1	CLCF1	cardiotrophin like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]	Gene
ENSG00000175544	CABP4	CABP4	calcium binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1386]	Gene
ENSG00000175550	DRAP1	DRAP1	DR1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:3019]	Gene
ENSG00000175573	C11orf68	C11orf68	chromosome 11 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:28801]	Gene
ENSG00000175575	PAAF1	PAAF1	proteasomal ATPase associated factor 1 [Source:HGNC Symbol;Acc:HGNC:25687]	Gene
ENSG00000175582	RAB6A	RAB6A	RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]	Gene
ENSG00000175595	ERCC4	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3436]	Gene
ENSG00000175634	RPS6KB2	RPS6KB2	ribosomal protein S6 kinase B2 [Source:HGNC Symbol;Acc:HGNC:10437]	Gene
ENSG00000175643	RMI2	RMI2	RecQ mediated genome instability 2 [Source:HGNC Symbol;Acc:HGNC:28349]	Gene
ENSG00000175727	MLXIP	MLXIP	MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]	TF
ENSG00000175792	RUVBL1	RUVBL1	RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]	Gene
ENSG00000175826	CTDNEP1	CTDNEP1	CTD nuclear envelope phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19085]	Gene
ENSG00000175866	BAIAP2	BAIAP2	BAR/IMD domain containing adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:947]	Gene
ENSG00000175899	A2M	A2M	alpha-2-macroglobulin [Source:HGNC Symbol;Acc:HGNC:7]	Gene
ENSG00000175970	UNC119B	UNC119B	unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488]	Gene
ENSG00000176020	AMIGO3	AMIGO3	adhesion molecule with Ig like domain 3 [Source:HGNC Symbol;Acc:HGNC:24075]	Gene
ENSG00000176058	TPRN	TPRN	taperin [Source:HGNC Symbol;Acc:HGNC:26894]	Gene
ENSG00000176095	IP6K1	IP6K1	inositol hexakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18360]	Gene
ENSG00000176102	CSTF3	CSTF3	cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485]	Gene
ENSG00000176108	CHMP6	CHMP6	charged multivesicular body protein 6 [Source:HGNC Symbol;Acc:HGNC:25675]	Gene
ENSG00000176208	ATAD5	ATAD5	ATPase family AAA domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25752]	Gene
ENSG00000176248	ANAPC2	ANAPC2	anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19989]	Gene
ENSG00000176261	ZBTB8OS	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand [Source:HGNC Symbol;Acc:HGNC:24094]	Gene
ENSG00000176371	ZSCAN2	ZSCAN2	zinc finger and SCAN domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20994]	TF
ENSG00000176386	CDC26	CDC26	cell division cycle 26 [Source:HGNC Symbol;Acc:HGNC:17839]	Gene
ENSG00000176401	EID2B	EID2B	EP300 interacting inhibitor of differentiation 2B [Source:HGNC Symbol;Acc:HGNC:26796]	Gene
ENSG00000176407	KCMF1	KCMF1	potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589]	Gene
ENSG00000176444	CLK2	CLK2	CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]	Gene
ENSG00000176476	SGF29	SGF29	SAGA complex associated factor 29 [Source:HGNC Symbol;Acc:HGNC:25156]	Gene
ENSG00000176619	LMNB2	LMNB2	lamin B2 [Source:HGNC Symbol;Acc:HGNC:6638]	Gene
ENSG00000176749	CDK5R1	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:1775]	Gene
ENSG00000176783	RUFY1	RUFY1	RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]	Gene
ENSG00000176797	DEFB103A	DEFB103A	defensin beta 103A [Source:HGNC Symbol;Acc:HGNC:15967]	Gene
ENSG00000176884	GRIN1	GRIN1	glutamate ionotropic receptor NMDA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4584]	Gene
ENSG00000176903	PNMA1	PNMA1	PNMA family member 1 [Source:HGNC Symbol;Acc:HGNC:9158]	Gene
ENSG00000176915	ANKLE2	ANKLE2	ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101]	Gene
ENSG00000176919	C8G	C8G	complement C8 gamma chain [Source:HGNC Symbol;Acc:HGNC:1354]	Gene
ENSG00000176986	SEC24C	SEC24C	SEC24 homolog C, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10705]	Gene
ENSG00000177047	IFNW1	IFNW1	interferon omega 1 [Source:HGNC Symbol;Acc:HGNC:5448]	Gene
ENSG00000177058	SLC38A9	SLC38A9	solute carrier family 38 member 9 [Source:HGNC Symbol;Acc:HGNC:26907]	Gene
ENSG00000177084	POLE	POLE	DNA polymerase epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]	Gene
ENSG00000177098	SCN4B	SCN4B	sodium voltage-gated channel beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:10592]	Gene
ENSG00000177105	RHOG	RHOG	ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]	Gene
ENSG00000177138	FAM9B	FAM9B	family with sequence similarity 9 member B [Source:HGNC Symbol;Acc:HGNC:18404]	Gene
ENSG00000177143	CETN1	CETN1	centrin 1 [Source:HGNC Symbol;Acc:HGNC:1866]	Gene
ENSG00000177283	FZD8	FZD8	frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]	Gene
ENSG00000177301	KCNA2	KCNA2	potassium voltage-gated channel subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:6220]	Gene
ENSG00000177302	TOP3A	TOP3A	DNA topoisomerase III alpha [Source:HGNC Symbol;Acc:HGNC:11992]	Gene
ENSG00000177426	TGIF1	TGIF1	TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]	TF
ENSG00000177432	NAP1L5	NAP1L5	nucleosome assembly protein 1 like 5 [Source:HGNC Symbol;Acc:HGNC:19968]	Gene
ENSG00000177455	CD19	CD19	CD19 molecule [Source:HGNC Symbol;Acc:HGNC:1633]	Gene
ENSG00000177479	ARIH2	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690]	Gene
ENSG00000177548	RABEP2	RABEP2	rabaptin, RAB GTPase binding effector protein 2 [Source:HGNC Symbol;Acc:HGNC:24817]	Gene
ENSG00000177595	PIDD1	PIDD1	p53-induced death domain protein 1 [Source:HGNC Symbol;Acc:HGNC:16491]	Gene
ENSG00000177600	RPLP2	RPLP2	ribosomal protein lateral stalk subunit P2 [Source:HGNC Symbol;Acc:HGNC:10377]	Gene
ENSG00000177606	JUN	JUN	Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]	TF
ENSG00000177613	CSTF2T	CSTF2T	cleavage stimulation factor subunit 2 tau variant [Source:HGNC Symbol;Acc:HGNC:17086]	Gene
ENSG00000177646	ACAD9	ACAD9	acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497]	Gene
ENSG00000177663	IL17RA	IL17RA	interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985]	Gene
ENSG00000177697	CD151	CD151	CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]	Gene
ENSG00000177700	POLR2L	POLR2L	RNA polymerase II, I and III subunit L [Source:HGNC Symbol;Acc:HGNC:9199]	Gene
ENSG00000177868	SVBP	SVBP	small vasohibin binding protein [Source:HGNC Symbol;Acc:HGNC:29204]	Gene
ENSG00000177879	AP3S1	AP3S1	adaptor related protein complex 3 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:2013]	Gene
ENSG00000177885	GRB2	GRB2	growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566]	Gene
ENSG00000177889	UBE2N	UBE2N	ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492]	Gene
ENSG00000177951	BET1L	BET1L	Bet1 golgi vesicular membrane trafficking protein like [Source:HGNC Symbol;Acc:HGNC:19348]	Gene
ENSG00000177954	RPS27	RPS27	ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416]	Gene
ENSG00000177971	IMP3	IMP3	IMP U3 small nucleolar ribonucleoprotein 3 [Source:HGNC Symbol;Acc:HGNC:14497]	Gene
ENSG00000178021	TSPYL6	TSPYL6	TSPY like 6 [Source:HGNC Symbol;Acc:HGNC:14521]	Gene
ENSG00000178028	DMAP1	DMAP1	DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]	Gene
ENSG00000178035	IMPDH2	IMPDH2	inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053]	Gene
ENSG00000178104	PDE4DIP	PDE4DIP	phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580]	Gene
ENSG00000178171	AMER3	AMER3	APC membrane recruitment protein 3 [Source:HGNC Symbol;Acc:HGNC:26771]	Gene
ENSG00000178177	LCORL	LCORL	ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]	Gene
ENSG00000178184	PARD6G	PARD6G	par-6 family cell polarity regulator gamma [Source:HGNC Symbol;Acc:HGNC:16076]	Gene
ENSG00000178234	GALNT11	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19875]	Gene
ENSG00000178394	HTR1A	HTR1A	5-hydroxytryptamine receptor 1A [Source:HGNC Symbol;Acc:HGNC:5286]	Gene
ENSG00000178567	EPM2AIP1	EPM2AIP1	EPM2A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19735]	Gene
ENSG00000178585	CTNNBIP1	CTNNBIP1	catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]	Gene
ENSG00000178607	ERN1	ERN1	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]	Gene
ENSG00000178691	SUZ12	SUZ12	SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101]	Gene
ENSG00000178718	RPP25	RPP25	ribonuclease P and MRP subunit p25 [Source:HGNC Symbol;Acc:HGNC:30361]	Gene
ENSG00000178896	EXOSC4	EXOSC4	exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]	Gene
ENSG00000178913	TAF7	TAF7	TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541]	Gene
ENSG00000178966	RMI1	RMI1	RecQ mediated genome instability 1 [Source:HGNC Symbol;Acc:HGNC:25764]	Gene
ENSG00000178971	CTC1	CTC1	CST telomere replication complex component 1 [Source:HGNC Symbol;Acc:HGNC:26169]	Gene
ENSG00000178982	EIF3K	EIF3K	eukaryotic translation initiation factor 3 subunit K [Source:HGNC Symbol;Acc:HGNC:24656]	Gene
ENSG00000178988	MRFAP1L1	MRFAP1L1	Morf4 family associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28796]	Gene
ENSG00000179002	TAS1R2	TAS1R2	taste 1 receptor member 2 [Source:HGNC Symbol;Acc:HGNC:14905]	Gene
ENSG00000179010	MRFAP1	MRFAP1	Morf4 family associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24549]	Gene
ENSG00000179041	RRS1	RRS1	ribosome biogenesis regulator 1 homolog [Source:HGNC Symbol;Acc:HGNC:17083]	Gene
ENSG00000179085	DPM3	DPM3	dolichyl-phosphate mannosyltransferase subunit 3, regulatory [Source:HGNC Symbol;Acc:HGNC:3007]	Gene
ENSG00000179091	CYC1	CYC1	cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]	Gene
ENSG00000179094	PER1	PER1	period circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:8845]	Gene
ENSG00000179115	FARSA	FARSA	phenylalanyl-tRNA synthetase subunit alpha [Source:HGNC Symbol;Acc:HGNC:3592]	Gene
ENSG00000179142	CYP11B2	CYP11B2	cytochrome P450 family 11 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:2592]	Gene
ENSG00000179144	GIMAP7	GIMAP7	GTPase, IMAP family member 7 [Source:HGNC Symbol;Acc:HGNC:22404]	Gene
ENSG00000179151	EDC3	EDC3	enhancer of mRNA decapping 3 [Source:HGNC Symbol;Acc:HGNC:26114]	Gene
ENSG00000179218	CALR	CALR	calreticulin [Source:HGNC Symbol;Acc:HGNC:1455]	Gene
ENSG00000179335	CLK3	CLK3	CDC like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2071]	Gene
ENSG00000179344	HLA-DQB1	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1 [Source:HGNC Symbol;Acc:HGNC:4944]	Gene
ENSG00000179348	GATA2	GATA2	GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]	TF
ENSG00000179361	ARID3B	ARID3B	AT-rich interaction domain 3B [Source:HGNC Symbol;Acc:HGNC:14350]	Gene
ENSG00000179409	GEMIN4	GEMIN4	gem nuclear organelle associated protein 4 [Source:HGNC Symbol;Acc:HGNC:15717]	Gene
ENSG00000179526	SHARPIN	SHARPIN	SHANK associated RH domain interactor [Source:HGNC Symbol;Acc:HGNC:25321]	Gene
ENSG00000179583	CIITA	CIITA	class II major histocompatibility complex transactivator [Source:HGNC Symbol;Acc:HGNC:7067]	Gene
ENSG00000179600	GPHB5	GPHB5	glycoprotein hormone subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:18055]	Gene
ENSG00000179776	CDH5	CDH5	cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]	Gene
ENSG00000179841	AKAP5	AKAP5	A-kinase anchoring protein 5 [Source:HGNC Symbol;Acc:HGNC:375]	Gene
ENSG00000179941	BBS10	BBS10	Bardet-Biedl syndrome 10 [Source:HGNC Symbol;Acc:HGNC:26291]	Gene
ENSG00000179950	PUF60	PUF60	poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]	Gene
ENSG00000180096	SEPTIN1	SEPTIN1	septin 1 [Source:HGNC Symbol;Acc:HGNC:2879]	Gene
ENSG00000180104	EXOC3	EXOC3	exocyst complex component 3 [Source:HGNC Symbol;Acc:HGNC:30378]	Gene
ENSG00000180182	MED14	MED14	mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]	Gene
ENSG00000180198	RCC1	RCC1	regulator of chromosome condensation 1 [Source:HGNC Symbol;Acc:HGNC:1913]	Gene
ENSG00000180219	FAM71C	FAM71C	family with sequence similarity 71 member C [Source:HGNC Symbol;Acc:HGNC:28594]	Gene
ENSG00000180228	PRKRA	PRKRA	protein activator of interferon induced protein kinase EIF2AK2 [Source:HGNC Symbol;Acc:HGNC:9438]	Gene
ENSG00000180318	ALX1	ALX1	ALX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:1494]	TF
ENSG00000180353	HCLS1	HCLS1	hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844]	Gene
ENSG00000180370	PAK2	PAK2	p21 (RAC1) activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]	Gene
ENSG00000180509	KCNE1	KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:6240]	Gene
ENSG00000180628	PCGF5	PCGF5	polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]	Gene
ENSG00000180660	MAB21L1	MAB21L1	mab-21 like 1 [Source:HGNC Symbol;Acc:HGNC:6757]	Gene
ENSG00000180772	AGTR2	AGTR2	angiotensin II receptor type 2 [Source:HGNC Symbol;Acc:HGNC:338]	Gene
ENSG00000180871	CXCR2	CXCR2	C-X-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:6027]	Gene
ENSG00000181004	BBS12	BBS12	Bardet-Biedl syndrome 12 [Source:HGNC Symbol;Acc:HGNC:26648]	Gene
ENSG00000181029	TRAPPC5	TRAPPC5	trafficking protein particle complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:23067]	Gene
ENSG00000181090	EHMT1	EHMT1	euchromatic histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24650]	Gene
ENSG00000181104	F2R	F2R	coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]	Gene
ENSG00000181143	MUC16	MUC16	mucin 16, cell surface associated [Source:HGNC Symbol;Acc:HGNC:15582]	Gene
ENSG00000181163	NPM1	NPM1	nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]	Gene
ENSG00000181195	PENK	PENK	proenkephalin [Source:HGNC Symbol;Acc:HGNC:8831]	Gene
ENSG00000181408	UTS2R	UTS2R	urotensin 2 receptor [Source:HGNC Symbol;Acc:HGNC:4468]	Gene
ENSG00000181409	AATK	AATK	apoptosis associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:21]	Gene
ENSG00000181418	DDN	DDN	dendrin [Source:HGNC Symbol;Acc:HGNC:24458]	Gene
ENSG00000181449	SOX2	SOX2	SRY-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11195]	TF
ENSG00000181467	RAP2B	RAP2B	RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]	Gene
ENSG00000181544	FANCB	FANCB	FA complementation group B [Source:HGNC Symbol;Acc:HGNC:3583]	Gene
ENSG00000181610	MRPS23	MRPS23	mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509]	Gene
ENSG00000181704	YIPF6	YIPF6	Yip1 domain family member 6 [Source:HGNC Symbol;Acc:HGNC:28304]	Gene
ENSG00000181754	AMIGO1	AMIGO1	adhesion molecule with Ig like domain 1 [Source:HGNC Symbol;Acc:HGNC:20824]	Gene
ENSG00000181789	COPG1	COPG1	COPI coat complex subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:2236]	Gene
ENSG00000181817	LSM10	LSM10	LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:17562]	Gene
ENSG00000181826	RELL1	RELL1	RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]	Gene
ENSG00000181852	RNF41	RNF41	ring finger protein 41 [Source:HGNC Symbol;Acc:HGNC:18401]	Gene
ENSG00000181885	CLDN7	CLDN7	claudin 7 [Source:HGNC Symbol;Acc:HGNC:2049]	Gene
ENSG00000181929	PRKAG1	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:9385]	Gene
ENSG00000181938	GINS3	GINS3	GINS complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25851]	Gene
ENSG00000182004	SNRPE	SNRPE	small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161]	Gene
ENSG00000182010	RTKN2	RTKN2	rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]	Gene
ENSG00000182013	PNMA8A	PNMA8A	PNMA family member 8A [Source:HGNC Symbol;Acc:HGNC:25578]	Gene
ENSG00000182040	USH1G	USH1G	USH1 protein network component sans [Source:HGNC Symbol;Acc:HGNC:16356]	Gene
ENSG00000182107	TMEM30B	TMEM30B	transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]	Gene
ENSG00000182132	KCNIP1	KCNIP1	potassium voltage-gated channel interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:15521]	Gene
ENSG00000182134	TDRKH	TDRKH	tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]	Gene
ENSG00000182149	IST1	IST1	IST1 factor associated with ESCRT-III [Source:HGNC Symbol;Acc:HGNC:28977]	Gene
ENSG00000182173	TSEN54	TSEN54	tRNA splicing endonuclease subunit 54 [Source:HGNC Symbol;Acc:HGNC:27561]	Gene
ENSG00000182179	UBA7	UBA7	ubiquitin like modifier activating enzyme 7 [Source:HGNC Symbol;Acc:HGNC:12471]	Gene
ENSG00000182185	RAD51B	RAD51B	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]	Gene
ENSG00000182187	CRYGB	CRYGB	crystallin gamma B [Source:HGNC Symbol;Acc:HGNC:2409]	Gene
ENSG00000182208	MOB2	MOB2	MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904]	Gene
ENSG00000182247	UBE2E2	UBE2E2	ubiquitin conjugating enzyme E2 E2 [Source:HGNC Symbol;Acc:HGNC:12478]	Gene
ENSG00000182287	AP1S2	AP1S2	adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]	Gene
ENSG00000182346	DAOA	DAOA	D-amino acid oxidase activator [Source:HGNC Symbol;Acc:HGNC:21191]	Gene
